SalesID;SalesPersonID;CustomerID;ProductID;Quantity;Price;Amount
787;2;18182;73;577;472.8;272805
788;15;19482;86;590;0;0
789;9;1423;103;607;169.6;102947
790;2;3023;119;623;88;54824
791;19;4723;136;640;548.4;350976
792;9;6023;149;653;564;368292
793;3;7723;166;670;389.6;261032
794;20;9423;183;687;306;210222
795;10;10723;196;700;418.4;292880
796;4;12423;213;717;34.99;25087
797;20;14023;229;733;337.22;247182
798;14;15723;246;750;1364.5;1023375
799;4;17023;259;763;1457.99;1112446
800;21;18723;276;780;3399.99;2651992
801;15;664;293;797;1079.99;860752
802;5;1964;306;810;1120.49;907596
803;22;3664;323;827;85.565;70762
804;12;4964;336;840;348.76;292958
805;6;6664;353;857;44.99;38556
806;22;8264;369;873;63.5;55435
807;16;9964;386;890;53.99;48051
808;6;11264;399;903;121.46;109678
809;1;12964;416;920;27.12;24950
810;17;14664;433;937;24.99;23415
811;7;15964;446;950;80.99;76940
812;1;17664;463;967;742.35;717852
813;17;19264;479;983;1700.99;1672073
814;1;1;1;11;1.6;17
815;13;1300;13;13;64.8;842
816;7;3000;30;30;418.8;12564
817;1;4700;47;47;441.6;20755
818;14;6000;60;60;152.4;9144
819;8;7700;77;77;636.8;49033
820;21;9000;90;90;0;0
821;15;10700;107;107;85.6;9159
822;8;12300;123;123;177.6;21844
823;2;14000;140;140;829.8;116172
824;15;15300;153;153;0;0
825;9;17000;170;170;196.4;33388
826;3;18700;187;187;133.34;24934
827;16;241;200;200;843.2;168640
828;10;1941;217;217;8.99;1950
829;3;3541;233;233;337.22;78572
830;20;5241;250;250;1349.6;337400
831;10;6541;263;263;1457.99;383451
832;4;8241;280;280;3374.99;944997
833;21;9941;297;297;2443.35;725674
834;11;11241;310;310;34.2;10602
835;5;12941;327;327;594.83;194509
836;18;14241;340;340;594.83;202242
837;12;15941;357;357;74.99;26771
838;5;17541;373;373;69.99;26106
839;22;19241;390;390;1003.91;391524
840;12;782;403;403;333.42;134368
841;6;2482;420;420;39.14;16438
842;1;4182;437;437;24.99;10920
843;13;5482;450;450;91.49;41170
844;7;7182;467;467;742.35;346677
845;1;8782;483;483;742.35;358555
846;17;10482;500;500;101.24;50620
847;7;11782;9;513;0;0
848;1;13482;26;530;0;0
849;18;15182;43;547;72.8;39821
850;8;16482;56;560;75.4;42224
851;2;18182;73;577;472.8;272805
852;15;19482;86;590;0;0
853;9;1423;103;607;169.6;102947
854;2;3023;119;623;88;54824
855;19;4723;136;640;548.4;350976
856;9;6023;149;653;564;368292
857;20;9423;183;687;306;210222
858;4;12423;213;717;34.99;25087
859;14;15723;246;750;1364.5;1023375
860;21;18723;276;780;3399.99;2651992
861;5;1964;306;810;1120.49;907596
862;12;4964;336;840;348.76;292958
863;22;8264;369;873;63.5;55435
864;1;12964;416;920;27.12;24950
865;7;15964;446;950;80.99;76940
866;1;17664;463;967;742.35;717852
867;17;19264;479;983;1700.99;1672073
868;1;1;1;11;1.6;17
869;13;1300;13;13;64.8;842
870;7;3000;30;30;418.8;12564
871;1;4700;47;47;441.6;20755
872;14;6000;60;60;152.4;9144
873;8;7700;77;77;636.8;49033
874;21;9000;90;90;0;0
875;15;10700;107;107;85.6;9159
876;8;12300;123;123;177.6;21844
877;2;14000;140;140;829.8;116172
878;15;15300;153;153;0;0
879;9;17000;170;170;196.4;33388
880;3;18700;187;187;133.34;24934
881;16;241;200;200;843.2;168640
882;10;1941;217;217;8.99;1950
883;3;3541;233;233;337.22;78572
884;20;5241;250;250;1349.6;337400
885;10;6541;263;263;1457.99;383451
886;4;8241;280;280;3374.99;944997
887;21;9941;297;297;2443.35;725674
888;11;11241;310;310;34.2;10602
889;5;12941;327;327;594.83;194509
890;18;14241;340;340;594.83;202242
891;12;15941;357;357;74.99;26771
892;5;17541;373;373;69.99;26106
893;22;19241;390;390;1003.91;391524
894;12;782;403;403;333.42;134368
895;6;2482;420;420;39.14;16438
896;1;4182;437;437;24.99;10920
897;13;5482;450;450;91.49;41170
898;7;7182;467;467;742.35;346677
899;1;8782;483;483;742.35;358555
900;17;10482;500;500;101.24;50620
901;7;11782;9;513;0;0
902;1;13482;26;530;0;0
903;18;15182;43;547;72.8;39821
904;8;16482;56;560;75.4;42224
905;2;18182;73;577;472.8;272805
906;15;19482;86;590;0;0
907;9;1423;103;607;169.6;102947
908;2;3023;119;623;88;54824
909;19;4723;136;640;548.4;350976
910;9;6023;149;653;564;368292
911;3;7723;166;670;389.6;261032
912;20;9423;183;687;306;210222
913;10;10723;196;700;418.4;292880
914;4;12423;213;717;34.99;25087
915;20;14023;229;733;337.22;247182
916;14;15723;246;750;1364.5;1023375
917;4;17023;259;763;1457.99;1112446
918;21;18723;276;780;3399.99;2651992
919;15;664;293;797;1079.99;860752
920;5;1964;306;810;1120.49;907596
921;22;3664;323;827;85.565;70762
922;12;4964;336;840;348.76;292958
923;6;6664;353;857;44.99;38556
924;22;8264;369;873;63.5;55435
925;16;9964;386;890;53.99;48051
926;6;11264;399;903;121.46;109678
927;1;12964;416;920;27.12;24950
928;17;14664;433;937;24.99;23415
929;7;15964;446;950;80.99;76940
930;1;17664;463;967;742.35;717852
931;17;19264;479;983;1700.99;1672073
932;1;1;1;11;1.6;17
933;13;1300;13;13;64.8;842
934;7;3000;30;30;418.8;12564
935;1;4700;47;47;441.6;20755
936;14;6000;60;60;152.4;9144
937;8;7700;77;77;636.8;49033
938;21;9000;90;90;0;0
939;15;10700;107;107;85.6;9159
940;8;12300;123;123;177.6;21844
941;2;14000;140;140;829.8;116172
942;15;15300;153;153;0;0
943;9;17000;170;170;196.4;33388
944;3;18700;187;187;133.34;24934
945;16;241;200;200;843.2;168640
946;10;1941;217;217;8.99;1950
947;3;3541;233;233;337.22;78572
948;20;5241;250;250;1349.6;337400
949;10;6541;263;263;1457.99;383451
950;4;8241;280;280;3374.99;944997
951;21;9941;297;297;2443.35;725674
952;11;11241;310;310;34.2;10602
953;5;12941;327;327;594.83;194509
954;18;14241;340;340;594.83;202242
955;12;15941;357;357;74.99;26771
956;5;17541;373;373;69.99;26106
957;22;19241;390;390;1003.91;391524
958;12;782;403;403;333.42;134368
959;6;2482;420;420;39.14;16438
960;1;4182;437;437;24.99;10920
961;13;5482;450;450;91.49;41170
962;7;7182;467;467;742.35;346677
963;1;8782;483;483;742.35;358555
964;17;10482;500;500;101.24;50620
965;7;11782;9;513;0;0
966;1;13482;26;530;0;0
967;18;15182;43;547;72.8;39821
968;8;16482;56;560;75.4;42224
969;2;18182;73;577;472.8;272805
970;15;19482;86;590;0;0
971;9;1423;103;607;169.6;102947
972;2;3023;119;623;88;54824
973;19;4723;136;640;548.4;350976
974;9;6023;149;653;564;368292
975;3;7723;166;670;389.6;261032
976;20;9423;183;687;306;210222
977;10;10723;196;700;418.4;292880
978;4;12423;213;717;34.99;25087
979;20;14023;229;733;337.22;247182
980;14;15723;246;750;1364.5;1023375
981;4;17023;259;763;1457.99;1112446
982;21;18723;276;780;3399.99;2651992
983;15;664;293;797;1079.99;860752
984;5;1964;306;810;1120.49;907596
985;22;3664;323;827;85.565;70762
986;12;4964;336;840;348.76;292958
987;6;6664;353;857;44.99;38556
988;22;8264;369;873;63.5;55435
989;16;9964;386;890;53.99;48051
990;6;11264;399;903;121.46;109678
991;1;12964;416;920;27.12;24950
992;17;14664;433;937;24.99;23415
993;7;15964;446;950;80.99;76940
994;1;17664;463;967;742.35;717852
995;17;19264;479;983;1700.99;1672073
996;1;1;1;11;1.6;17
997;13;1300;13;13;64.8;842
998;7;3000;30;30;418.8;12564
999;1;4700;47;47;441.6;20755
1000;14;6000;60;60;152.4;9144
